target,scenario,split,exclude_2020,model,features,n,periods,weighted_rmse,rmse,weighted_mae,mae,pearson,spearman,oos_r2
whip,season_to_next,all,False,WAI,WAI,2248,9,0.18383474407686543,0.20490796199085945,0.14230991709837604,0.15867432148203234,0.3423339718914479,0.34369589714960214,0.1380573072278054
whip,season_to_next,all,False,xWAI_ratio,xWAI_ratio,2248,9,0.18030840024113404,0.20187124766792122,0.1395588960034004,0.15625373366334974,0.3749284473815532,0.3630707600763023,0.17080796269841625
whip,season_to_next,all,False,KBB_best_plus_pWHIP,KBB_reg_component+pWHIP,2248,9,0.179846135841591,0.20140805525195915,0.13923621896987567,0.15596754929552178,0.37853983513775613,0.3700030994157029,0.17505418317102395
whip,season_to_next,all,False,KBB_best_plus_pWHIP_plus_logTBF,KBB_reg_component+pWHIP+log_current_tbf,2248,9,0.17967791021054072,0.20126818589131634,0.13931225354377072,0.15606249134289776,0.3807465831358977,0.3713769857486542,0.17659674759583233
whip,season_to_next,starter,False,WHIP,whip,812,9,0.16665433053203157,0.1757573194650756,0.1319237999402145,0.13773578692485308,0.3971791793646208,0.4072726089894288,0.15323311852835653
whip,season_to_next,starter,False,WHIP_reg,WHIP_reg,812,9,0.16600757770845986,0.1749694708780319,0.13182382446115418,0.13748958927839622,0.40503644377771286,0.40651303467569866,0.1597926385928795
whip,season_to_next,starter,False,xWHIP_lgBABIP,xwhip_lgbabip,812,9,0.1627818291629946,0.17281095741131536,0.12787152292604254,0.1344121124869806,0.4348157091725849,0.44008258694985114,0.1921280941485577
whip,season_to_next,starter,False,pWHIP,pWHIP,812,9,0.16278347487346637,0.17276608836096552,0.12792089752618488,0.13442285215356428,0.4351010297021069,0.44020566070466205,0.19211175903323385
whip,season_to_next,starter,False,KBB,kbb,812,9,0.1526561438164851,0.16281206553892802,0.11983337636794211,0.12631214616125186,0.5191975977019285,0.5055302332158482,0.28950793443570244
whip,season_to_next,starter,False,KBB_reg_direct,KBB_reg_direct,812,9,0.15322379032136677,0.16323801622142514,0.12089606972403337,0.12729662679278003,0.5144424385478141,0.5051481016467767,0.2842142309318556
whip,season_to_next,starter,False,KBB_reg_component,KBB_reg_component,812,9,0.15568779867274518,0.16526467830229757,0.1220606728452524,0.12831664424453335,0.499215794905781,0.4851345854991944,0.2610078704664307
whip,season_to_next,starter,False,CCR,CCR,812,9,0.16841964555003752,0.17613762382763204,0.1345274361337674,0.13957423303934588,0.393082510252433,0.3813319370779461,0.13519905596324988
whip,season_to_next,starter,False,WSI_raw,wsi_raw,812,9,0.1534833608289484,0.1638169131185398,0.12027922749371567,0.1266387510004315,0.5132816743845017,0.5000292555124256,0.28178700666513534
whip,season_to_next,starter,False,WSI_xWHIP_lgBABIP,wsi_xlgbabip,812,9,0.1532488489680072,0.16349031559796987,0.12052099336910445,0.12694511265645572,0.5152890257997589,0.5004864506409329,0.28398008857938684
whip,season_to_next,starter,False,WSI_reg_tuned,WSI_reg_tuned,812,9,0.1557926288389926,0.16521164681760367,0.12243138798286116,0.12836176977313038,0.5003919455662557,0.4806452063708734,0.2600123557290097
whip,season_to_next,starter,False,WAI,WAI,812,9,0.15998855425277814,0.17001712823482215,0.12543096068307583,0.13188930097884669,0.4605181512186551,0.4579423908362737,0.2196157696722878
whip,season_to_next,starter,False,xWAI_ratio,xWAI_ratio,812,9,0.15610805983188045,0.16573682829714642,0.1223825899326177,0.1284640066407318,0.49640712178855323,0.47641789970260084,0.2570128385495838
whip,season_to_next,starter,False,KBB_best_plus_pWHIP,KBB_reg_component+pWHIP,812,9,0.15644498354177444,0.16561614188989238,0.12318441218177029,0.1292188507833206,0.4957525493470182,0.481055545610757,0.2538022403106618
whip,season_to_next,starter,False,KBB_best_plus_pWHIP_plus_logTBF,KBB_reg_component+pWHIP+log_current_tbf,812,9,0.15690559706095739,0.16608577398925262,0.12393570689775743,0.1298616321533708,0.4923924014262194,0.4759988415243414,0.24940178270569824
whip,season_to_next,reliever,False,WHIP,whip,1520,9,0.2252787608585921,0.24908254169058885,0.17494496107642238,0.1922657057961298,0.20624777517027978,0.20569161814746592,0.04325537222852682
whip,season_to_next,reliever,False,WHIP_reg,WHIP_reg,1520,9,0.22501170731872389,0.2483624271880707,0.17472113212345897,0.1917705858023944,0.2193596621471937,0.2051822818644156,0.04552234669138966
whip,season_to_next,reliever,False,xWHIP_lgBABIP,xwhip_lgbabip,1520,9,0.2226252378660119,0.2467282721683886,0.172206464943975,0.19004798115656268,0.24705635997870956,0.25496421133536895,0.06566132054251461
whip,season_to_next,reliever,False,pWHIP,pWHIP,1520,9,0.222757584671116,0.24670872313020595,0.17230050332615368,0.19003256919209885,0.24720993083172174,0.254366898174029,0.06455009437444881
whip,season_to_next,reliever,False,KBB,kbb,1520,9,0.21904972202965786,0.2439251722706581,0.16989365373306334,0.18824133156119505,0.29283064701171335,0.2799052979949613,0.09543256708308945
